author,statement,source,date,target
Jeff Cercone,Americans aren’t required to show IDs to vote.,Nikki Haley,"June 13, 2022",barely-true
Bill McCarthy,"“Donald Trump authorized up to 20,000 National Guard troops to protect the Capitol"" before Jan. 6, 2021, but was ""rejected"" by Nancy Pelosi and Chuck Schumer.",Sean Hannity,"June 13, 2022",false
Yacob Reyes,“Bennie Thompson actively cheer-led riots in the ’90s.”,Matt Gaetz,"June 13, 2022",false
Paul Specht,“A quarter of the entire acreage in the country that is under hemp production is here in North Carolina.”,Julie Mayfield,"June 13, 2022",false
Ciara O'Rourke,“U.S. military arrests Michael Sussmann.”,Facebook posts,"June 10, 2022",pants-fire
Samantha Putterman,The official pride flag was altered to include Ukrainian colors.,X posts,"June 10, 2022",false
Ciara O'Rourke,A “public health warning” was recently issued for fluoride toothpaste.,Facebook posts,"June 10, 2022",false
Andy Nguyen,"""Gavin Newsom reportedly intervened at the request of Nancy Pelosi and directly ordered the California Highway Patrol to drop all charges"" against Paul Pelosi for his DUI arrest.",Instagram posts,"June 10, 2022",false
Ciara O'Rourke,Joe Biden approved a “new card” that “gives free health insurance to Americans” who are 25 and older.,Facebook posts,"June 10, 2022",false
Laura Schulte,"""Nearly 60% of all student loan debt is held by the rich and upper-middle class,"" so forgiveness would give the wealthy a ""financial windfall"" but not really help low-income people.",Glenn Grothman,"June 10, 2022",half-true
Louis Jacobson,“Bennie Thompson objected to the 2004 Presidential election.”,House Republican Conference,"June 10, 2022",mostly-true
Samantha Putterman,"The Jan. 6, 2021, attack on the U.S. Capitol “was a dust-up.”",Jack Del Rio,"June 9, 2022",false
Ciara O'Rourke,"Baby boomers didn’t have autism, seizures, allergies and other ailments when they were kids.",Facebook posts,"June 9, 2022",barely-true
Ciara O'Rourke,Ray Liotta died because of the COVID-19 vaccine.,X posts,"June 9, 2022",pants-fire
Ciara O'Rourke,Says Barack Obama announced Joe Biden’s death.,Facebook posts,"June 9, 2022",pants-fire
Lyle Muller,“There are fewer Iowans working today than when Gov. Reynolds took office.”,Zach Wahls,"June 9, 2022",mostly-true
Ciara O'Rourke,Joe Biden resigned and “Trump is the new president.”,Facebook posts,"June 9, 2022",pants-fire
Warren Fiske,On building an NFL stadium in Virginia.,Chap Petersen,"June 9, 2022",full-flop
Jeff Cercone,"White supremacists are going to be “shooting up all Walmarts and will kill Blacks and Mexicans” in San Bernardino, California.",Instagram posts,"June 8, 2022",false
Monique Curet,“USDA is predicting egg prices will be $12 a dozen by fall 2022.”,Facebook posts,"June 8, 2022",false
Warren Fiske,“Public schools are now as segregated by race and class as they were in the 1960s.”,Bobby Scott,"June 8, 2022",mostly-true
Ciara O'Rourke,“U.S. Orders MILLIONS Of Smallpox Vaccines Amid Global Monkeypox Outbreak.”,Facebook posts,"June 8, 2022",half-true
Maria Ramirez,Ukraine adopted “laws banning the Russian language.”,Sergey Lavrov,"• June 8,",false
Samantha Putterman,Gun manufacturers are “the only industry in the country” that have immunity from lawsuits.,Joe Biden,"June 8, 2022",false
D.L. Davis,On disbanding the Wisconsin Elections Commission,Tim Michels,"June 8, 2022",full-flop
Monique Curet,BBC News edited out boos in footage of Boris Johnson arriving at the Queen’s Platinum Jubilee thanksgiving service.,X posts,"June 7, 2022",false
Jeff Cercone,"""In Zimbabwe, people have started selling their toes for thousands of dollars due to (the) high cost of living.”",Facebook posts,"June 7, 2022",false
Gabrielle Settles,A BP oil executive named Brice Cromwell blamed the Biden administration for high gas prices.,Facebook posts,"June 7, 2022",pants-fire
Paul Specht,“The N.C. GOP came out in support of Sen. [Rick] Scott's extremist policy to ‘Rescue America.’”,Barbara Gaskins,"June 7, 2022",false
Madeline Heim,"""The tax carve out (Ron) Johnson spearheaded overwhelmingly benefited the wealthiest, over small businesses.""",Democratic Party of Wisconsin,"June 7, 2022",true
Paul Specht,Cheri Beasley tossed the conviction of a man seeking sex with a boy online and “set free” a child porn offender.,National Republican Senatorial Committee,"June 7, 2022",barely-true
Madison Czopek,"The sale of more than 600,000 Wisconsin deer licenses shows that Wisconsin’s hunters are the “eighth largest army in the world.”",Facebook posts,"June 6, 2022",false
Samantha Putterman,Biden gave Americans “the cheapest gas prices on Earth.”,X posts,"June 6, 2022",false
Samantha Putterman,Video shows Ukrainian soldiers shooting down Russian helicopters.,Facebook posts,"June 6, 2022",false
Jon Greenberg,The U.S. Justice Department “conservatively estimated that guns are used 1.5 million times per year to save lives.”,Andy Biggs,"June 6, 2022",false
Jill Terreri,“The leading cause of death among children is a firearm.”,Charles Schumer,"• June 4,",mostly-true
Jill Terreri,Illinois high school to implement race-based grading system in 2022-2023 school year,Facebook posts,"• June 3,",false
Sara Swann,"With the $53 billion spent in Ukraine aid, the U.S. “could pay five SWAT members $80,000 each and have them at EVERY school front door.”",Facebook posts,"June 3, 2022",half-true
Madeline Heim,"""Our Supreme Court has never taken away a constitutional right.""",Tammy Baldwin,"June 3, 2022",false
Analisa Trofimuk,"""We need to realize that people who think that ‘well, maybe if we could just implement tougher gun laws, it’s going to solve it,’ Chicago and LA and New York disprove that thesis.""",Greg Abbott,"June 3, 2022",barely-true
Samantha Putterman,Speedway is offering $500 fuel cards for $1.95 to help customers with rising fuel costs.,Facebook posts,"June 2, 2022",pants-fire
Clara Hendrickson,"""Dead people always vote Democrat.""",Kevin Rinke,"June 2, 2022",false
Monique Curet,The World Economic Forum has its own police force.,Charlie Kirk,"June 2, 2022",false
Gabrielle Settles,Aaron Salter Jr. was killed by a mass shooter because he was working on creating a water-powered car engine.,Facebook posts,"June 2, 2022",false
Maria Ramirez,Increased encounters at the southwest border in April 2022 compared to April 2020 are attributable to changes in border policy.,Mark Brnovich,"• June 2,",barely-true
Samantha Putterman,A Costco gas pump screen said “Don’t blame us. Blame Joe Biden.”,Viral image,"June 1, 2022",false
Yacob Reyes,"""Florida man on drugs kills imaginary friend and turns himself in.”",Facebook posts,"June 1, 2022",pants-fire
Jeff Cercone,"""Pfizer CEO says it’s their dream to reduce the population by 50% in 2023.”",Bloggers,"June 1, 2022",pants-fire
Louis Jacobson,“Nobody in any election in America gets 74% of the votes. Ever. It doesn’t happen.”,Emerald Robinson,"June 1, 2022",pants-fire
Madison Czopek,"Active shooter drill at high school in Uvalde, Texas, two months before the elementary school shooting shows the event was a false flag.",Instagram posts,"May 31, 2022",pants-fire
Samantha Putterman,"The man who killed the Uvalde, Texas, school shooter “wasn't even an on-duty police officer.”",Facebook posts,"May 31, 2022",false
Jeff Cercone,TV interviews with two different men who are each identified as Uvalde victim's father show the Robb Elementary School mass shooting was staged.,X posts,"May 31, 2022",false
Jill Terreri,Bill Gates planned a smallpox-type outbreak.,Facebook posts,"• May 31,",false
D.L. Davis,"In the immediate wake of a fire and vandalism at the Madison headquarters of an anti-abortion group, Democrats had not condemned “activists who are engaging in this repugnant illegal activity.”",Ron Johnson,"May 31, 2022",barely-true
Louis Jacobson,"In 2013, under a Democratic Senate, ""a majority of the Senate voted in favor of"" gun-related legislation sponsored by Republican Sens. Chuck Grassley and Ted Cruz, “but the Democrats filibustered it.”",Ted Cruz,"May 27, 2022",half-true
Samantha Putterman,“These mass shootings happen so much that Ted Cruz really got a template ready to tweet whenever they occur.”,X posts,"May 27, 2022",false
Yacob Reyes,“There hasn't been a single of these mass shootings that have been purchased at a gun show or on the internet.”,Marco Rubio,"May 27, 2022",false
Ciara O'Rourke,Says Gov. Greg Abbott offered the uncle of a Uvalde shooting victim money to say “we don’t need stronger gun laws.”,X posts,"May 27, 2022",pants-fire
Samantha Putterman,"CNN is recycling crisis actors in reports about a man dying in Afghanistan in 2021 and at the Uvalde, Texas, school shooting in 2022.",Facebook posts,"May 27, 2022",pants-fire
Gabrielle Settles,There’s a “‘positive correlation’ between higher mask usage and COVID-19 deaths.”,Facebook posts,"May 27, 2022",false
Lyle Muller,"“Zack Nunn saved over 2,000 Americans abandoned in Afghanistan by leading private rescue missions.”",Zach Nunn,"May 27, 2022",half-true
Jeff Cercone,"""More people die from hands, fists, feet, than rifles.”",Facebook posts,"May 27, 2022",mostly-true
Jill Terreri,Lee Zeldin “voted for Cuomo’s Billion Dollar Tax hike and every Cuomo budget.”,Harry Wilson,"• May 27,",half-true
Ciara O'Rourke,Video shows “Russian desert base and infrastructure hit by Bayraktar TB2 drone.”,Facebook posts,"May 26, 2022",false
Samantha Putterman,Studies show plastics can help combat climate change.,Facebook posts,"May 26, 2022",half-true
Gabrielle Settles,A CNN story reported that Rice Krispies added a transgender mascot.,Instagram posts,"May 26, 2022",pants-fire
Yacob Reyes,“Florida Highway Patrol has a semi-truck … The FHP uses a fleet of three such ‘hidden in plain sight’ trucks to snitch on bad drivers.”,Facebook posts,"May 26, 2022",mostly-true
Nusaiba Mizan,"ICE está en Uvalde, Texas, “entonces los padres indocumentados tienen que temer la deportación antes de verificar si sus hijos están vivos"".",X posts,"May 26, 2022",false
Jeff Cercone,"They passed the flu off as COVID-19, and “they’re going to do the same thing with monkeypox and shingles.”",Facebook posts,"May 26, 2022",false
Madison Czopek,“We know from past experiences that the most effective tool for keeping kids safe is armed law enforcement on the campus.”,Ted Cruz,"May 26, 2022",false
Laura Schulte,On Gov. Tony “Evers’ watch…the efficiency of the state crime lab has plummeted.”,Republican Party of Wisconsin,"May 26, 2022",barely-true
Jon Greenberg,"""When we passed the assault weapons ban, mass shootings went down. When the law expired, mass shootings tripled.""",Joe Biden,"May 25, 2022",mostly-true
Samantha Putterman,"ABC News altered the Uvalde, Texas, school shooter’s photo to appear more Caucasian.",X posts,"May 25, 2022",false
Ciara O'Rourke,"Texas is ""50th in the nation in mental health care access.""",Beto O'Rourke,"May 25, 2022",mostly-true
Nusaiba Mizan,"ICE is in Uvalde, Texas, “so undocumented parents have to consider arrest deportation before they go check to see if their kids are alive.”",X posts,"May 25, 2022",false
Maria Ramirez,"This image shows the victims of the school shooting in Uvalde, Texas.",Facebook posts,"• May 25,",false
Monique Curet,Suggests a January traffic accident involving lab monkeys was responsible for spreading monkeypox to humans.,Facebook posts,"May 25, 2022",false
Amy Sherman,"“90% of Americans, regardless of political party, want universal background checks.”",Steve Kerr,"May 25, 2022",mostly-true
Tom Kertscher,"“50% of the guns sold in Texas, because of the loopholes, do not pass through a background check.”",Matthew Dowd,"May 25, 2022",false
Monique Curet,"El atacante en Uvalde, Texas estaba en Estados Unidos ilegalmente.",Facebook posts,"May 25, 2022",false
Paul Specht,Cheri Beasley “vacated” a man’s death sentence and “threw out” the indictment in a child assault case.,National Republican Senatorial Committee,"May 25, 2022",half-true
Louis Jacobson,"“Most of these killers tend to be 18, 19 years old.”",Chris Murphy,"May 25, 2022",mostly-true
Ciara O'Rourke,“They just exposed Mark Zuckerberg as a CIA agent.”,Facebook posts,"May 25, 2022",false
Ciara O'Rourke,"Photos of a person in a skirt show the Uvalde, Texas, school shooter.",Facebook posts,"May 25, 2022",false
Maria Ramirez,Esta imagen muestra a las víctimas del tiroteo en la escuela en Uvalde Texas.,Facebook posts,"• May 25,",false
